machine_name,category,first_report_date,data_count,avg_operation,max_operation,min_operation,avg_sales,max_sales,avg_gross_profit,max_gross_profit,latest_report_date,latest_operation,latest_sales,latest_gross_profit,operation_contribution_weeks,avg_operation_4w,avg_sales_4w,avg_gross_profit_4w,recent_week_count,avg_operation_12w,avg_gross_profit_12w,recent12_week_count,machine_id,formal_machine_name,maker_name,series_name,sub_series_name,machine_type,is_smart,is_lt,is_active,latest_operation_score,recent4_operation_score,recent12_operation_score,recent_profit_score,long_lifecycle_score,latest_rank_in_category,recent_rank_penalty,active_popularity_score,legend_score,asset_score,active_grade,legend_grade,asset_grade,ai_comment
eカケグルイ 7500ver,P,2026-05-20,6,19876.666666666668,30650,11060,49551.0,75448,7932.166666666667,10624,2026-06-24,11060,27599,4716,6,19876.666666666668,49551.0,7932.166666666667,6.0,19876.666666666668,7932.166666666667,6.0,P_657ad4ab7e,eカケグルイ 7500ver,ディ・ライト,,,スマパチ,True,False,True,23.99,39.14,39.38,48.15,2.65,287.0,20,13.71,35.76,41.31,D,D,C,eカケグルイ 7500verは最新稼働11060、直近4週平均稼働19877、稼働貢献週6週。現役人気指数13.7、長期名機指数35.8、ホール資産指数41.3。
eフィーバーキン肉マン,P,2026-04-29,9,23655.555555555555,39650,13250,55081.88888888889,90932,9868.444444444445,16726,2026-06-24,13250,31377,5549,9,17243.333333333332,40606.5,6972.666666666667,6.0,23655.555555555555,9868.444444444445,9.0,P_ab30d1aa63,eフィーバーキン肉マン,SANKYO,,,スマパチ,True,False,True,29.28,32.09,49.46,42.87,3.98,119.0,20,13.53,44.25,41.3,D,C,C,eフィーバーキン肉マンは最新稼働13250、直近4週平均稼働17243、稼働貢献週9週。現役人気指数13.5、長期名機指数44.2、ホール資産指数41.3。
e バイオハザード6 APN,P,2026-05-20,6,19240.0,29830,11280,46607.833333333336,71354,8745.833333333334,12337,2026-06-24,11280,27456,5658,6,19240.0,46607.833333333336,8745.833333333334,6.0,19240.0,8745.833333333334,6.0,P_967eaacce0,e バイオハザード6 APN,七匠,,,スマパチ,True,False,True,24.52,37.43,37.68,52.62,2.65,264.0,20,13.37,35.65,43.21,D,D,C,e バイオハザード6 APNは最新稼働11280、直近4週平均稼働19240、稼働貢献週6週。現役人気指数13.4、長期名機指数35.6、ホール資産指数43.2。
e 学園黙示録ハイスクール・オブ・ザ・デッド3 V1A,P,2026-06-17,2,17320.0,20410,14230,40680.5,47673,8658.0,10171,2026-06-24,14230,33688,7145,2,17320.0,40680.5,8658.0,2.0,17320.0,8658.0,2.0,P_e906c3d7de,e 学園黙示録ハイスクール・オブ・ザ・デッド3 V1A,高尾(オーイズミ),,,スマパチ,True,False,True,31.65,32.29,32.55,52.14,0.88,91.0,20,12.55,29.76,41.41,D,D,C,e 学園黙示録ハイスクール・オブ・ザ・デッド3 V1Aは最新稼働14230、直近4週平均稼働17320、稼働貢献週2週。現役人気指数12.6、長期名機指数29.8、ホール資産指数41.4。
P 犬夜叉3.0 大入り 甘SPEC,P,2026-06-03,4,18277.5,27180,12000,35646.25,52179,7081.5,10603,2026-06-24,12000,23692,4557,4,18277.5,35646.25,7081.5,4.0,18277.5,7081.5,4.0,P_770391cddc,P 犬夜叉3.0 大入り 甘SPEC,ディ・ライト,,,甘デジ/ライト,False,False,True,26.26,34.86,35.11,43.47,1.77,195.0,20,11.52,32.19,37.68,D,D,D,P 犬夜叉3.0 大入り 甘SPECは最新稼働12000、直近4週平均稼働18278、稼働貢献週4週。現役人気指数11.5、長期名機指数32.2、ホール資産指数37.7。
P NEW TOKIO ハカマタイプ,P,2021-07-07,184,15608.315217391304,23900,13310,9867.391304347826,14408,1219.429347826087,2647,2026-06-24,15490,9597,734,184,14971.666666666666,9322.333333333334,791.1666666666666,6.0,15269.0,910.4,10.0,P_4e40148999,P NEW TOKIO ハカマタイプ,アムテックス,,,パチンコ,False,False,True,34.69,26.0,27.08,8.88,81.42,62.0,20,9.83,47.84,30.06,D,C,D,P NEW TOKIO ハカマタイプは最新稼働15490、直近4週平均稼働14972、稼働貢献週184週。現役人気指数9.8、長期名機指数47.8、ホール資産指数30.1。
e86-エイティシックス- MAM2,P,2026-04-29,9,20324.444444444445,34780,11370,48511.77777777778,80603,10075.777777777777,17746,2026-06-24,11370,27796,5806,9,14746.666666666666,35780.5,7164.333333333333,6.0,20324.444444444445,10075.777777777777,9.0,P_7880fd1709,e86-エイティシックス- MAM2,アムテックス,,,スマパチ,True,False,True,24.73,25.4,40.57,43.93,3.98,251.0,20,8.26,40.01,40.2,D,C,C,e86-エイティシックス- MAM2は最新稼働11370、直近4週平均稼働14747、稼働貢献週9週。現役人気指数8.3、長期名機指数40.0、ホール資産指数40.2。
eライザのアトリエ 常闇の女王と秘密の隠れ家 K3,P,2026-05-20,4,16745.0,25900,10250,38749.75,58664,6901.75,10613,2026-06-10,10250,24166,3979,4,16745.0,38749.75,6901.75,4.0,16745.0,6901.75,4.0,P_0c1e74e7da,eライザのアトリエ 常闇の女王と秘密の隠れ家 K3,京楽産業．,,,スマパチ,True,False,True,22.03,30.75,31.02,42.48,1.77,397.0,20,7.9,30.41,36.14,D,D,D,eライザのアトリエ 常闇の女王と秘密の隠れ家 K3は最新稼働10250、直近4週平均稼働16745、稼働貢献週4週。現役人気指数7.9、長期名機指数30.4、ホール資産指数36.1。
PA大海物語5 ブラック LT99ver.,P,2025-03-12,64,14480.15625,26470,11830,22445.8125,40736,3852.8125,5778,2026-06-24,14160,21900,3498,64,13531.666666666666,20991.5,3369.0,6.0,13641.538461538461,3577.153846153846,13.0,P_827dc7795a,PA大海物語5 ブラック LT99ver.,三洋,海物語,大海5,甘デジ/ライト,False,True,True,31.48,22.14,22.74,23.06,28.32,93.0,20,5.43,34.4,28.59,D,D,D,PA大海物語5 ブラック LT99ver.は最新稼働14160、直近4週平均稼働13532、稼働貢献週64週。現役人気指数5.4、長期名機指数34.4、ホール資産指数28.6。
e女神のカフェテラス JLZ,P,2025-08-27,25,20330.0,36320,13090,48501.28,84610,7922.16,12624,2026-06-24,13090,31533,4892,25,13528.333333333334,32644.666666666668,5100.333333333333,6.0,15293.846153846154,5932.2307692307695,13.0,P_0b692d67de,e女神のカフェテラス JLZ,JFJ,,,スマパチ,True,False,True,28.89,22.14,27.15,32.58,11.06,130.0,20,5.41,40.96,34.41,D,C,D,e女神のカフェテラス JLZは最新稼働13090、直近4週平均稼働13528、稼働貢献週25週。現役人気指数5.4、長期名機指数41.0、ホール資産指数34.4。
eまわるん超ワープ ギンギラパラダイス VIVA FESTA HTA2,P,2026-05-20,4,15640.0,22380,10770,33046.5,46896,4587.25,6098,2026-06-10,10770,22938,3246,4,15640.0,33046.5,4587.25,4.0,15640.0,4587.25,4.0,P_2cd30f649b,eまわるん超ワープ ギンギラパラダイス VIVA FESTA HTA2,サンスリー,,,スマパチ,True,False,True,23.29,27.79,28.07,29.75,1.77,325.0,20,5.38,26.19,28.78,D,D,D,eまわるん超ワープ ギンギラパラダイス VIVA FESTA HTA2は最新稼働10770、直近4週平均稼働15640、稼働貢献週4週。現役人気指数5.4、長期名機指数26.2、ホール資産指数28.8。
eルパン三世VSキャッツ・アイ 157ver. 極限突破ブッた斬り7500,P,2026-05-20,5,15088.0,22490,8710,35285.2,50722,6889.4,8341,2026-06-17,8710,20565,3989,4,15088.0,35285.2,6889.4,5.0,15088.0,6889.4,5.0,P_e08f312a38,eルパン三世VSキャッツ・アイ 157ver. 極限突破ブッた斬り7500,アムテックス,ルパン三世,,スマパチ,True,False,True,18.31,26.31,26.6,42.41,1.77,656.0,20,4.34,27.79,34.99,D,D,D,eルパン三世VSキャッツ・アイ 157ver. 極限突破ブッた斬り7500は最新稼働8710、直近4週平均稼働15088、稼働貢献週4週。現役人気指数4.3、長期名機指数27.8、ホール資産指数35.0。
e大海物語5スペシャル ELTA4,P,2024-11-13,72,14071.111111111111,26320,10070,24763.333333333332,45731,2248.4305555555557,3920,2026-06-24,14280,24685,1154,72,13151.666666666666,22966.833333333332,1383.0,6.0,13258.333333333334,1980.4166666666667,12.0,P_bcd20540bb,e大海物語5スペシャル ELTA4,三洋,海物語,大海5,スマパチ,True,True,True,31.77,21.13,21.72,12.13,31.86,89.0,20,4.05,33.75,23.75,D,D,D,e大海物語5スペシャル ELTA4は最新稼働14280、直近4週平均稼働13152、稼働貢献週72週。現役人気指数4.0、長期名機指数33.8、ホール資産指数23.8。
eリング 最恐領域 RHA,P,2026-04-29,9,18321.11111111111,32480,9940,44112.0,76765,8187.555555555556,12840,2026-06-24,9940,24407,4496,8,12986.666666666666,31680.0,5997.0,6.0,18321.11111111111,8187.555555555556,9.0,P_5baa4ca149,eリング 最恐領域 RHA,オレンジ,,,スマパチ,True,False,True,21.28,20.69,35.23,37.51,3.54,444.0,20,3.87,35.89,34.55,D,D,D,eリング 最恐領域 RHAは最新稼働9940、直近4週平均稼働12987、稼働貢献週8週。現役人気指数3.9、長期名機指数35.9、ホール資産指数34.5。
PフィーバークィーンⅡ YS,P,2026-05-20,6,15060.0,22600,10760,17823.5,25638,2684.0,3207,2026-06-24,10760,12952,2274,6,15060.0,17823.5,2684.0,6.0,15060.0,2684.0,6.0,P_9ff346e1d3,PフィーバークィーンⅡ YS,SANKYO,,,パチンコ,False,False,True,23.26,26.24,26.52,19.29,2.65,327.0,20,3.51,24.51,23.08,D,D,D,PフィーバークィーンⅡ YSは最新稼働10760、直近4週平均稼働15060、稼働貢献週6週。現役人気指数3.5、長期名機指数24.5、ホール資産指数23.1。
PA大海物語5 Withアグネス・ラム ARBC,P,2023-07-12,148,13382.702702702703,31670,10760,15760.128378378378,33437,2241.587837837838,3582,2026-06-24,12610,15114,2156,148,11698.333333333334,14057.333333333334,1936.0,6.0,12136.923076923076,2077.6923076923076,13.0,P_3522a4e5f7,PA大海物語5 Withアグネス・ラム ARBC,三洋,海物語,大海5,甘デジ/ライト,False,False,True,27.73,17.23,18.73,15.18,65.49,157.0,20,2.81,45.56,28.57,D,C,D,PA大海物語5 Withアグネス・ラム ARBCは最新稼働12610、直近4週平均稼働11698、稼働貢献週148週。現役人気指数2.8、長期名機指数45.6、ホール資産指数28.6。
e 新世紀エヴァンゲリオン ～はじまりの記憶～ R,P,2025-12-31,26,21216.153846153848,43930,11700,49770.5,99424,6039.653846153846,15982,2026-06-24,12050,28781,3313,26,12476.666666666666,29695.5,3082.8333333333335,6.0,15039.23076923077,3883.4615384615386,13.0,P_c91c5e648d,e 新世紀エヴァンゲリオン ～はじまりの記憶～ R,ビスティ,エヴァンゲリオン,,スマパチ,True,False,True,26.38,19.32,26.47,21.48,11.5,192.0,20,2.34,43.29,28.21,D,C,D,e 新世紀エヴァンゲリオン ～はじまりの記憶～ Rは最新稼働12050、直近4週平均稼働12477、稼働貢献週26週。現役人気指数2.3、長期名機指数43.3、ホール資産指数28.2。
e転生したらスライムだった件2 MF,P,2026-04-15,11,18805.454545454544,38020,9790,43656.454545454544,85739,7342.909090909091,13663,2026-06-24,9790,23089,3642,10,11543.333333333334,27179.833333333332,4653.0,6.0,18805.454545454544,7342.909090909091,11.0,P_24da02b850,e転生したらスライムだった件2 MF,サンセイR&D,,転生,スマパチ,True,False,True,20.92,16.82,36.52,30.12,4.42,464.0,20,1.72,38.09,30.62,D,D,D,e転生したらスライムだった件2 MFは最新稼働9790、直近4週平均稼働11543、稼働貢献週10週。現役人気指数1.7、長期名機指数38.1、ホール資産指数30.6。
P 009 RE:CYBORG ACCELERATOR EDITION 99ver.,P,2023-03-29,162,11123.95061728395,26690,9280,17368.29012345679,40000,4206.549382716049,10340,2026-06-24,11150,17549,3931,131,10948.333333333334,17197.666666666668,3882.0,6.0,11151.538461538461,4053.769230769231,13.0,P_0112233cf5,P 009 RE:CYBORG ACCELERATOR EDITION 99ver.,ニューギン,,,甘デジ/ライト,False,False,True,24.2,15.23,16.1,25.88,57.96,275.0,20,1.25,41.28,32.53,D,C,D,P 009 RE:CYBORG ACCELERATOR EDITION 99ver.は最新稼働11150、直近4週平均稼働10948、稼働貢献週131週。現役人気指数1.2、長期名機指数41.3、ホール資産指数32.5。
Pクイーンズブレイド奈落 ナナエル79Ver.,P,2026-05-20,4,12920.0,17330,9750,26342.25,35192,5191.0,6906,2026-06-10,9750,19814,3405,3,12920.0,26342.25,5191.0,4.0,12920.0,5191.0,4.0,P_b67add4598,Pクイーンズブレイド奈落 ナナエル79Ver.,高尾(オーイズミ),,,パチンコ,False,False,True,20.82,20.51,20.82,33.07,1.33,473.0,20,0.95,22.52,28.62,D,D,D,Pクイーンズブレイド奈落 ナナエル79Ver.は最新稼働9750、直近4週平均稼働12920、稼働貢献週3週。現役人気指数0.9、長期名機指数22.5、ホール資産指数28.6。
Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.,P,2023-01-18,171,13029.064327485381,35000,9420,18807.02923976608,45574,3329.409356725146,6012,2026-06-24,10830,16303,3220,166,10378.333333333334,15626.666666666666,2726.6666666666665,6.0,10700.0,2955.3076923076924,13.0,P_2217ff8ba4,Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.,三洋,海物語,,甘デジ/ライト,False,False,True,23.43,13.7,14.89,19.52,73.45,312.0,20,0.37,50.0,31.58,D,C,D,Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.は最新稼働10830、直近4週平均稼働10378、稼働貢献週166週。現役人気指数0.4、長期名機指数50.0、ホール資産指数31.6。
P 009 RE:CYBORG ACCELERATOR EDITION M4-K,P,2021-11-17,141,10532.198581560284,36670,6780,20155.81560283688,67400,4480.234042553191,14445,2026-06-10,7490,14945,3415,51,7360.0,14752.5,3684.0,2.0,7360.0,3684.0,2.0,P_8b3c3d8957,P 009 RE:CYBORG ACCELERATOR EDITION M4-K,ニューギン,,,パチンコ,False,False,True,15.36,5.62,5.98,24.79,22.57,860.0,20,0.0,34.62,24.96,D,D,D,P 009 RE:CYBORG ACCELERATOR EDITION M4-Kは最新稼働7490、直近4週平均稼働7360、稼働貢献週51週。現役人気指数0.0、長期名機指数34.6、ホール資産指数25.0。
P Re:ゼロから始める異世界生活 season2 129ver.,P,2026-03-11,16,14805.625,26460,9450,32920.0625,57946,6032.4375,10347,2026-06-24,9640,21530,4189,14,10146.666666666666,22680.833333333332,4075.8333333333335,6.0,12858.461538461539,5330.846153846154,13.0,P_da13dc0642,P Re:ゼロから始める異世界生活 season2 129ver.,大都技研,リゼロ,Season2,パチンコ,False,False,True,20.55,13.08,20.65,26.94,6.19,490.0,20,0.0,29.84,27.2,D,D,D,P Re:ゼロから始める異世界生活 season2 129ver.は最新稼働9640、直近4週平均稼働10147、稼働貢献週14週。現役人気指数0.0、長期名機指数29.8、ホール資産指数27.2。
P Re:ゼロから始める異世界生活 season2 249ver.,P,2026-03-11,12,12526.666666666666,23030,7520,29034.833333333332,52748,5126.5,10420,2026-06-03,7650,18007,3246,8,7585.0,17812.5,3494.0,2.0,10300.0,4213.0,9.0,P_261e30a125,P Re:ゼロから始める異世界生活 season2 249ver.,大都技研,リゼロ,Season2,パチンコ,False,False,True,15.75,6.22,13.83,23.74,3.54,847.0,20,0.0,25.22,22.95,D,D,D,P Re:ゼロから始める異世界生活 season2 249ver.は最新稼働7650、直近4週平均稼働7585、稼働貢献週8週。現役人気指数0.0、長期名機指数25.2、ホール資産指数22.9。
P にゃんこ大戦争 多様性のネコ 神さまにおまかせ88ver.,P,2026-04-15,10,15173.0,25870,9440,28979.9,48295,4349.4,7105,2026-06-17,9440,17916,2279,9,10928.0,20984.4,2850.4,5.0,15173.0,4349.4,10.0,P_e35137cf14,P にゃんこ大戦争 多様性のネコ 神さまにおまかせ88ver.,京楽産業．,,,パチンコ,False,False,True,20.07,15.17,26.83,20.2,3.98,524.0,20,0.0,27.77,23.21,D,D,D,P にゃんこ大戦争 多様性のネコ 神さまにおまかせ88ver.は最新稼働9440、直近4週平均稼働10928、稼働貢献週9週。現役人気指数0.0、長期名機指数27.8、ホール資産指数23.2。
P アズールレーン THE ANIMATION 異次元トリガー 79ver.,P,2025-09-17,36,11495.833333333334,24350,8190,20213.75,40991,3913.5833333333335,7847,2026-06-03,8590,15327,2617,23,8350.0,14900.333333333334,2771.3333333333335,3.0,9038.0,3081.0,10.0,P_a46cae3530,P アズールレーン THE ANIMATION 異次元トリガー 79ver.,京楽産業．,,,パチンコ,False,False,True,18.02,8.27,10.46,19.77,10.18,687.0,20,0.0,25.99,21.66,D,D,D,P アズールレーン THE ANIMATION 異次元トリガー 79ver.は最新稼働8590、直近4週平均稼働8350、稼働貢献週23週。現役人気指数0.0、長期名機指数26.0、ホール資産指数21.7。
PAわんわんパラダイスCELEBRATION AGBD,P,2024-10-16,75,11088.933333333332,21680,9300,17087.213333333333,31320,2531.173333333333,3900,2026-06-24,10900,16876,2384,64,10323.333333333334,16153.166666666666,2298.6666666666665,6.0,10606.923076923076,2446.846153846154,13.0,P_f129bb938f,PAわんわんパラダイスCELEBRATION AGBD,サンスリー,,,甘デジ/ライト,False,False,True,23.6,13.55,14.64,17.17,28.32,302.0,20,0.0,28.86,23.0,D,D,D,PAわんわんパラダイスCELEBRATION AGBDは最新稼働10900、直近4週平均稼働10323、稼働貢献週64週。現役人気指数0.0、長期名機指数28.9、ホール資産指数23.0。
